dataset,dataset_label,sample_id,variant,variant_label,absolute_error,relative_error,signed_error,predicted_count,gt_count,gt_value,inside_gt_interval,within_1,within_10_pct
grid_scan_paper,Grid Scan Paper,Tile_r039_c042,E4_sam2_overlay_vlm,SAM2 overlay,3,0.75,3,7,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c043,E4_sam2_overlay_vlm,SAM2 overlay,1,0.5,1,3,2,2.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c044,E4_sam2_overlay_vlm,SAM2 overlay,11,1.2222,11,20,9,9.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c045,E4_sam2_overlay_vlm,SAM2 overlay,3,0.6,3,8,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c046,E4_sam2_overlay_vlm,SAM2 overlay,8,0.6667,8,20,12,12.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c047,E4_sam2_overlay_vlm,SAM2 overlay,30,3.3333,30,39,9,9.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c048,E4_sam2_overlay_vlm,SAM2 overlay,32,2.6667,32,44,12,12.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c049,E4_sam2_overlay_vlm,SAM2 overlay,8,1.1429,8,15,7,7.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c028,E4_sam2_overlay_vlm,SAM2 overlay,2,2.0,2,3,1,1.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c029,E4_sam2_overlay_vlm,SAM2 overlay,7,1.1667,7,13,6,6.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c035,E4_sam2_overlay_vlm,SAM2 overlay,2,0.6667,2,5,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c036,E4_sam2_overlay_vlm,SAM2 overlay,1,0.2,-1,4,5,5.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c038,E4_sam2_overlay_vlm,SAM2 overlay,10,3.3333,10,13,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c039,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,3,3,3.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r040_c040,E4_sam2_overlay_vlm,SAM2 overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c041,E4_sam2_overlay_vlm,SAM2 overlay,8,2.0,8,12,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c043,E4_sam2_overlay_vlm,SAM2 overlay,1,0.5,1,3,2,2.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c044,E4_sam2_overlay_vlm,SAM2 overlay,6,2.0,6,9,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c047,E4_sam2_overlay_vlm,SAM2 overlay,6,1.2,6,11,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c048,E4_sam2_overlay_vlm,SAM2 overlay,11,1.1,11,21,10,10.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c049,E4_sam2_overlay_vlm,SAM2 overlay,6,2.0,6,9,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c029,E4_sam2_overlay_vlm,SAM2 overlay,1,1.0,1,2,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c032,E4_sam2_overlay_vlm,SAM2 overlay,1,0.1429,1,8,7,7.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c033,E4_sam2_overlay_vlm,SAM2 overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c034,E4_sam2_overlay_vlm,SAM2 overlay,8,8.0,8,9,1,1.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c035,E4_sam2_overlay_vlm,SAM2 overlay,9,2.25,9,13,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c036,E4_sam2_overlay_vlm,SAM2 overlay,2,1.0,2,4,2,2.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c037,E4_sam2_overlay_vlm,SAM2 overlay,16,2.6667,16,22,6,6.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c038,E4_sam2_overlay_vlm,SAM2 overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c039,E4_sam2_overlay_vlm,SAM2 overlay,18,2.25,18,26,8,8.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c040,E4_sam2_overlay_vlm,SAM2 overlay,17,1.5455,17,28,11,11.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c041,E4_sam2_overlay_vlm,SAM2 overlay,4,0.8,4,9,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c042,E4_sam2_overlay_vlm,SAM2 overlay,3,1.5,3,5,2,2.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c044,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,2,2,2.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r041_c045,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,2,2,2.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r041_c046,E4_sam2_overlay_vlm,SAM2 overlay,2,0.5,2,6,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c047,E4_sam2_overlay_vlm,SAM2 overlay,7,0.875,7,15,8,8.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r041_c048,E4_sam2_overlay_vlm,SAM2 overlay,2,0.3333,2,8,6,6.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c026,E4_sam2_overlay_vlm,SAM2 overlay,1,1.0,1,2,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c029,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,1,1,1.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r042_c030,E4_sam2_overlay_vlm,SAM2 overlay,3,1.5,3,5,2,2.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c031,E4_sam2_overlay_vlm,SAM2 overlay,1,0.5,1,3,2,2.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c032,E4_sam2_overlay_vlm,SAM2 overlay,21,2.3333,21,30,9,9.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c033,E4_sam2_overlay_vlm,SAM2 overlay,4,0.6667,4,10,6,6.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c034,E4_sam2_overlay_vlm,SAM2 overlay,1,1.0,1,2,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c035,E4_sam2_overlay_vlm,SAM2 overlay,6,1.0,6,12,6,6.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c036,E4_sam2_overlay_vlm,SAM2 overlay,2,1.0,2,4,2,2.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c038,E4_sam2_overlay_vlm,SAM2 overlay,6,1.5,6,10,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c039,E4_sam2_overlay_vlm,SAM2 overlay,26,2.3636,26,37,11,11.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c040,E4_sam2_overlay_vlm,SAM2 overlay,4,1.3333,4,7,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c042,E4_sam2_overlay_vlm,SAM2 overlay,1,0.1667,-1,5,6,6.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c045,E4_sam2_overlay_vlm,SAM2 overlay,3,0.6,3,8,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c046,E4_sam2_overlay_vlm,SAM2 overlay,5,1.6667,5,8,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c047,E4_sam2_overlay_vlm,SAM2 overlay,1,0.2,1,6,5,5.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r042_c048,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,4,4,4.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r042_c049,E4_sam2_overlay_vlm,SAM2 overlay,3,1.0,3,6,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c027,E4_sam2_overlay_vlm,SAM2 overlay,3,1.5,3,5,2,2.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c028,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,2,2,2.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c029,E4_sam2_overlay_vlm,SAM2 overlay,3,1.0,3,6,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c030,E4_sam2_overlay_vlm,SAM2 overlay,2,0.4,2,7,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c031,E4_sam2_overlay_vlm,SAM2 overlay,6,1.5,6,10,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c032,E4_sam2_overlay_vlm,SAM2 overlay,15,2.1429,15,22,7,7.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c033,E4_sam2_overlay_vlm,SAM2 overlay,19,2.375,19,27,8,8.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c034,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,2,2,2.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c035,E4_sam2_overlay_vlm,SAM2 overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c037,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,1,1,1.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c038,E4_sam2_overlay_vlm,SAM2 overlay,2,0.2857,2,9,7,7.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c040,E4_sam2_overlay_vlm,SAM2 overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c041,E4_sam2_overlay_vlm,SAM2 overlay,2,0.6667,2,5,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c042,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,5,5,5.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c043,E4_sam2_overlay_vlm,SAM2 overlay,2,0.6667,2,5,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c044,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,6,6,6.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r043_c045,E4_sam2_overlay_vlm,SAM2 overlay,1,0.1667,1,7,6,6.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c046,E4_sam2_overlay_vlm,SAM2 overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c047,E4_sam2_overlay_vlm,SAM2 overlay,2,1.0,2,4,2,2.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c048,E4_sam2_overlay_vlm,SAM2 overlay,4,1.0,4,8,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r043_c049,E4_sam2_overlay_vlm,SAM2 overlay,3,0.6,3,8,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c028,E4_sam2_overlay_vlm,SAM2 overlay,3,1.5,3,5,2,2.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c029,E4_sam2_overlay_vlm,SAM2 overlay,3,1.5,3,5,2,2.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c030,E4_sam2_overlay_vlm,SAM2 overlay,11,1.5714,11,18,7,7.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c031,E4_sam2_overlay_vlm,SAM2 overlay,4,0.3636,4,15,11,11.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c032,E4_sam2_overlay_vlm,SAM2 overlay,1,0.1667,1,7,6,6.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c033,E4_sam2_overlay_vlm,SAM2 overlay,13,2.6,13,18,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c036,E4_sam2_overlay_vlm,SAM2 overlay,5,5.0,5,6,1,1.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c038,E4_sam2_overlay_vlm,SAM2 overlay,3,3.0,3,4,1,1.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c039,E4_sam2_overlay_vlm,SAM2 overlay,2,0.4,2,7,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c041,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,1,1,1.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r044_c042,E4_sam2_overlay_vlm,SAM2 overlay,2,0.5,2,6,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c043,E4_sam2_overlay_vlm,SAM2 overlay,2,0.5,2,6,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c044,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,3,3,3.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r044_c045,E4_sam2_overlay_vlm,SAM2 overlay,3,0.75,3,7,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c047,E4_sam2_overlay_vlm,SAM2 overlay,12,2.0,12,18,6,6.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r044_c048,E4_sam2_overlay_vlm,SAM2 overlay,1,0.5,1,3,2,2.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c027,E4_sam2_overlay_vlm,SAM2 overlay,5,1.25,5,9,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c028,E4_sam2_overlay_vlm,SAM2 overlay,18,3.6,18,23,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c030,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,3,3,3.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r045_c031,E4_sam2_overlay_vlm,SAM2 overlay,1,0.25,1,5,4,4.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c032,E4_sam2_overlay_vlm,SAM2 overlay,2,0.4,2,7,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c035,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,1,1,1.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r045_c036,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,3,3,3.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r045_c037,E4_sam2_overlay_vlm,SAM2 overlay,3,1.0,3,6,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c038,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,1,1,1.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r045_c039,E4_sam2_overlay_vlm,SAM2 overlay,5,1.6667,5,8,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c041,E4_sam2_overlay_vlm,SAM2 overlay,2,0.4,2,7,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c043,E4_sam2_overlay_vlm,SAM2 overlay,10,1.0,10,20,10,10.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c044,E4_sam2_overlay_vlm,SAM2 overlay,14,1.75,14,22,8,8.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c045,E4_sam2_overlay_vlm,SAM2 overlay,2,2.0,2,3,1,1.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c047,E4_sam2_overlay_vlm,SAM2 overlay,1,1.0,1,2,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c048,E4_sam2_overlay_vlm,SAM2 overlay,1,1.0,1,2,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r045_c049,E4_sam2_overlay_vlm,SAM2 overlay,1,1.0,1,2,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c026,E4_sam2_overlay_vlm,SAM2 overlay,3,1.5,3,5,2,2.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c027,E4_sam2_overlay_vlm,SAM2 overlay,2,0.25,-2,6,8,8.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c028,E4_sam2_overlay_vlm,SAM2 overlay,7,0.7778,7,16,9,9.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c029,E4_sam2_overlay_vlm,SAM2 overlay,3,0.6,3,8,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c030,E4_sam2_overlay_vlm,SAM2 overlay,5,1.6667,5,8,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c032,E4_sam2_overlay_vlm,SAM2 overlay,3,0.75,3,7,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c034,E4_sam2_overlay_vlm,SAM2 overlay,2,1.0,2,4,2,2.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c036,E4_sam2_overlay_vlm,SAM2 overlay,7,1.75,7,11,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c038,E4_sam2_overlay_vlm,SAM2 overlay,8,2.6667,8,11,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c040,E4_sam2_overlay_vlm,SAM2 overlay,2,0.6667,2,5,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c041,E4_sam2_overlay_vlm,SAM2 overlay,4,0.6667,4,10,6,6.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c042,E4_sam2_overlay_vlm,SAM2 overlay,2,2.0,2,3,1,1.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c043,E4_sam2_overlay_vlm,SAM2 overlay,18,2.25,18,26,8,8.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r046_c045,E4_sam2_overlay_vlm,SAM2 overlay,0,0.0,0,3,3,3.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r046_c048,E4_sam2_overlay_vlm,SAM2 overlay,14,14.0,14,15,1,1.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r036_c026,E5_imggen_overlay_vlm,ImgGen overlay,1,0.1667,1,7,6,6.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r036_c027,E5_imggen_overlay_vlm,ImgGen overlay,1,1.0,1,2,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r036_c031,E5_imggen_overlay_vlm,ImgGen overlay,2,2.0,2,3,1,1.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r036_c040,E5_imggen_overlay_vlm,ImgGen overlay,1,0.5,1,3,2,2.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r036_c041,E5_imggen_overlay_vlm,ImgGen overlay,1,0.25,-1,3,4,4.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r036_c042,E5_imggen_overlay_vlm,ImgGen overlay,12,12.0,12,13,1,1.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r036_c044,E5_imggen_overlay_vlm,ImgGen overlay,0,0.0,0,7,7,7.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r036_c047,E5_imggen_overlay_vlm,ImgGen overlay,0,0.0,0,2,2,2.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r036_c048,E5_imggen_overlay_vlm,ImgGen overlay,1,1.0,1,2,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r036_c049,E5_imggen_overlay_vlm,ImgGen overlay,2,0.4,2,7,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r037_c026,E5_imggen_overlay_vlm,ImgGen overlay,1,0.3333,-1,2,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r037_c028,E5_imggen_overlay_vlm,ImgGen overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r037_c032,E5_imggen_overlay_vlm,ImgGen overlay,25,25.0,25,26,1,1.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r037_c037,E5_imggen_overlay_vlm,ImgGen overlay,3,0.4286,-3,4,7,7.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r037_c044,E5_imggen_overlay_vlm,ImgGen overlay,10,0.5556,10,28,18,18.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r037_c046,E5_imggen_overlay_vlm,ImgGen overlay,4,0.5,-4,4,8,8.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r037_c047,E5_imggen_overlay_vlm,ImgGen overlay,2,0.25,-2,6,8,8.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r037_c048,E5_imggen_overlay_vlm,ImgGen overlay,2,0.3333,2,8,6,6.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r037_c049,E5_imggen_overlay_vlm,ImgGen overlay,0,0.0,0,5,5,5.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r038_c028,E5_imggen_overlay_vlm,ImgGen overlay,1,1.0,1,2,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r038_c031,E5_imggen_overlay_vlm,ImgGen overlay,2,1.0,2,4,2,2.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r038_c036,E5_imggen_overlay_vlm,ImgGen overlay,19,1.7273,19,30,11,11.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r038_c038,E5_imggen_overlay_vlm,ImgGen overlay,1,1.0,1,2,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r038_c042,E5_imggen_overlay_vlm,ImgGen overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r038_c043,E5_imggen_overlay_vlm,ImgGen overlay,2,1.0,2,4,2,2.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r038_c044,E5_imggen_overlay_vlm,ImgGen overlay,1,0.2,1,6,5,5.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r038_c045,E5_imggen_overlay_vlm,ImgGen overlay,10,3.3333,10,13,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r038_c046,E5_imggen_overlay_vlm,ImgGen overlay,2,0.4,2,7,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r038_c047,E5_imggen_overlay_vlm,ImgGen overlay,0,0.0,0,9,9,9.0,True,True,True
grid_scan_paper,Grid Scan Paper,Tile_r038_c048,E5_imggen_overlay_vlm,ImgGen overlay,2,0.2,2,12,10,10.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r038_c049,E5_imggen_overlay_vlm,ImgGen overlay,12,1.3333,12,21,9,9.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c031,E5_imggen_overlay_vlm,ImgGen overlay,11,2.75,11,15,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c034,E5_imggen_overlay_vlm,ImgGen overlay,9,9.0,9,10,1,1.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c036,E5_imggen_overlay_vlm,ImgGen overlay,1,0.2,1,6,5,5.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c038,E5_imggen_overlay_vlm,ImgGen overlay,1,1.0,1,2,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c039,E5_imggen_overlay_vlm,ImgGen overlay,1,1.0,1,2,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c040,E5_imggen_overlay_vlm,ImgGen overlay,1,0.25,1,5,4,4.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c041,E5_imggen_overlay_vlm,ImgGen overlay,12,3.0,12,16,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c042,E5_imggen_overlay_vlm,ImgGen overlay,2,0.5,2,6,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c043,E5_imggen_overlay_vlm,ImgGen overlay,1,0.5,1,3,2,2.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c044,E5_imggen_overlay_vlm,ImgGen overlay,3,0.3333,3,12,9,9.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c045,E5_imggen_overlay_vlm,ImgGen overlay,11,2.2,11,16,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c046,E5_imggen_overlay_vlm,ImgGen overlay,5,0.4167,5,17,12,12.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c047,E5_imggen_overlay_vlm,ImgGen overlay,36,4.0,36,45,9,9.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c048,E5_imggen_overlay_vlm,ImgGen overlay,33,2.75,33,45,12,12.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r039_c049,E5_imggen_overlay_vlm,ImgGen overlay,2,0.2857,2,9,7,7.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c028,E5_imggen_overlay_vlm,ImgGen overlay,1,1.0,1,2,1,1.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c029,E5_imggen_overlay_vlm,ImgGen overlay,14,2.3333,14,20,6,6.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c035,E5_imggen_overlay_vlm,ImgGen overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c036,E5_imggen_overlay_vlm,ImgGen overlay,3,0.6,3,8,5,5.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c038,E5_imggen_overlay_vlm,ImgGen overlay,5,1.6667,5,8,3,3.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c039,E5_imggen_overlay_vlm,ImgGen overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c040,E5_imggen_overlay_vlm,ImgGen overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c041,E5_imggen_overlay_vlm,ImgGen overlay,4,1.0,4,8,4,4.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c043,E5_imggen_overlay_vlm,ImgGen overlay,1,0.5,1,3,2,2.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c044,E5_imggen_overlay_vlm,ImgGen overlay,1,0.3333,1,4,3,3.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c047,E5_imggen_overlay_vlm,ImgGen overlay,1,0.2,1,6,5,5.0,False,True,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c048,E5_imggen_overlay_vlm,ImgGen overlay,9,0.9,9,19,10,10.0,False,False,False
grid_scan_paper,Grid Scan Paper,Tile_r040_c049,E5_imggen_overlay_vlm,ImgGen overlay,6,2.0,6,9,3,3.0,False,False,False
