batch_id,run_id,run_dir,source,variant,variant_label,model,gt_tile_set,gt_tile_sequence,n_path_objects,status,cell_width,cell_height,effective_cols,effective_rows,grid_level,subdivision,visual_condition,visual_condition_label,turn_count,turn_difficulty,turn_difficulty_label,turn_tile_sequence_l0,turn_coordinate_system,predicted_tile_sequence,predicted_tile_set,true_positive_tiles,false_positive_tiles,false_negative_tiles,true_positive_count,false_positive_count,false_negative_count,predicted_count,gt_count,precision,recall,f1,tile_accuracy,missed_tile_rate,extra_tile_rate,exact_match,parsing_error
case3_batch_20260618_153841,case3_batch_20260618_153841_run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_153841/run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_153841/run_001/run_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,"['(0,13)', '(1,13)', '(10,6)', '(11,6)', '(2,13)', '(3,13)', '(4,10)', '(4,11)', '(4,12)', '(4,13)', '(4,14)', '(5,10)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,6)', '(7,6)', '(8,6)', '(9,6)']","['(0,13)', '(1,13)', '(2,13)', '(3,13)', '(4,13)', '(4,14)', '(4,12)', '(4,11)', '(4,10)', '(5,10)', '(5,9)', '(5,8)', '(5,7)', '(5,6)', '(6,6)', '(7,6)', '(8,6)', '(9,6)', '(10,6)', '(11,6)']",1,completed,480.0,300.0,16,24,2.0,4.0,grid_labels,Grid + labels,2,medium,Medium (2 turns),"['(0,3)', '(1,3)', '(1,2)', '(1,1)', '(2,1)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(5,6)', '(6,6)', '(7,6)', '(8,6)', '(9,6)']","['(5,6)', '(6,6)', '(7,6)', '(8,6)', '(9,6)']","['(5,6)', '(6,6)', '(7,6)', '(8,6)', '(9,6)']",[],"['(0,13)', '(1,13)', '(10,6)', '(11,6)', '(2,13)', '(3,13)', '(4,10)', '(4,11)', '(4,12)', '(4,13)', '(4,14)', '(5,10)', '(5,7)', '(5,8)', '(5,9)']",5,0,15,5,20,1.0,0.25,0.4,0.25,0.75,0.0,0.0,
case3_batch_20260618_153841,case3_batch_20260618_153841_run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_153841/run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_153841/run_002/run_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,"['(0,13)', '(1,13)', '(10,6)', '(11,6)', '(2,13)', '(3,13)', '(4,10)', '(4,11)', '(4,12)', '(4,13)', '(4,14)', '(5,10)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,6)', '(7,6)', '(8,6)', '(9,6)']","['(0,13)', '(1,13)', '(2,13)', '(3,13)', '(4,13)', '(4,14)', '(4,12)', '(4,11)', '(4,10)', '(5,10)', '(5,9)', '(5,8)', '(5,7)', '(5,6)', '(6,6)', '(7,6)', '(8,6)', '(9,6)', '(10,6)', '(11,6)']",1,completed,480.0,300.0,16,24,2.0,4.0,grid_labels,Grid + labels,2,medium,Medium (2 turns),"['(0,3)', '(1,3)', '(1,2)', '(1,1)', '(2,1)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(5,6)', '(6,6)', '(7,6)', '(8,6)', '(9,6)']","['(5,6)', '(6,6)', '(7,6)', '(8,6)', '(9,6)']","['(5,6)', '(6,6)', '(7,6)', '(8,6)', '(9,6)']",[],"['(0,13)', '(1,13)', '(10,6)', '(11,6)', '(2,13)', '(3,13)', '(4,10)', '(4,11)', '(4,12)', '(4,13)', '(4,14)', '(5,10)', '(5,7)', '(5,8)', '(5,9)']",5,0,15,5,20,1.0,0.25,0.4,0.25,0.75,0.0,0.0,
case3_batch_20260618_153841,case3_batch_20260618_153841_run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_153841/run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_153841/run_003/run_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,"['(0,13)', '(1,13)', '(10,6)', '(11,6)', '(2,13)', '(3,13)', '(4,10)', '(4,11)', '(4,12)', '(4,13)', '(4,14)', '(5,10)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,6)', '(7,6)', '(8,6)', '(9,6)']","['(0,13)', '(1,13)', '(2,13)', '(3,13)', '(4,13)', '(4,14)', '(4,12)', '(4,11)', '(4,10)', '(5,10)', '(5,9)', '(5,8)', '(5,7)', '(5,6)', '(6,6)', '(7,6)', '(8,6)', '(9,6)', '(10,6)', '(11,6)']",1,completed,480.0,300.0,16,24,2.0,4.0,grid_labels,Grid + labels,2,medium,Medium (2 turns),"['(0,3)', '(1,3)', '(1,2)', '(1,1)', '(2,1)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(5,6)', '(6,6)', '(7,6)', '(8,6)', '(9,6)']","['(5,6)', '(6,6)', '(7,6)', '(8,6)', '(9,6)']","['(5,6)', '(6,6)', '(7,6)', '(8,6)', '(9,6)']",[],"['(0,13)', '(1,13)', '(10,6)', '(11,6)', '(2,13)', '(3,13)', '(4,10)', '(4,11)', '(4,12)', '(4,13)', '(4,14)', '(5,10)', '(5,7)', '(5,8)', '(5,9)']",5,0,15,5,20,1.0,0.25,0.4,0.25,0.75,0.0,0.0,
case3_batch_20260618_163354,case3_batch_20260618_163354_run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_163354/run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_163354/run_001/run_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,"['(0,9)', '(1,9)', '(2,9)', '(3,9)', '(4,9)', '(5,10)', '(5,11)', '(5,12)', '(5,13)', '(5,14)', '(5,15)', '(5,16)', '(5,17)', '(5,18)', '(5,19)', '(5,20)', '(5,21)', '(5,22)', '(5,9)']","['(5,22)', '(5,21)', '(5,20)', '(5,19)', '(5,18)', '(5,17)', '(5,16)', '(5,15)', '(5,14)', '(5,13)', '(5,12)', '(5,11)', '(5,10)', '(5,9)', '(4,9)', '(3,9)', '(2,9)', '(1,9)', '(0,9)']",1,completed,480.0,300.0,16,24,2.0,4.0,grid_labels,Grid + labels,1,easy,Easy (1 turn),"['(1,5)', '(1,4)', '(1,3)', '(1,2)', '(0,2)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(0,9)', '(1,9)', '(2,9)', '(3,9)', '(4,9)', '(5,9)', '(5,10)', '(5,11)', '(5,12)', '(5,13)', '(5,14)', '(5,15)', '(5,16)']","['(0,9)', '(1,9)', '(2,9)', '(3,9)', '(4,9)', '(5,10)', '(5,11)', '(5,12)', '(5,13)', '(5,14)', '(5,15)', '(5,16)', '(5,9)']","['(0,9)', '(1,9)', '(2,9)', '(3,9)', '(4,9)', '(5,10)', '(5,11)', '(5,12)', '(5,13)', '(5,14)', '(5,15)', '(5,16)', '(5,9)']",[],"['(5,17)', '(5,18)', '(5,19)', '(5,20)', '(5,21)', '(5,22)']",13,0,6,13,19,1.0,0.6842,0.8125,0.6842,0.3158,0.0,0.0,
case3_batch_20260618_163354,case3_batch_20260618_163354_run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_163354/run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_163354/run_002/run_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,"['(0,9)', '(1,9)', '(2,9)', '(3,9)', '(4,9)', '(5,10)', '(5,11)', '(5,12)', '(5,13)', '(5,14)', '(5,15)', '(5,16)', '(5,17)', '(5,18)', '(5,19)', '(5,20)', '(5,21)', '(5,22)', '(5,9)']","['(5,22)', '(5,21)', '(5,20)', '(5,19)', '(5,18)', '(5,17)', '(5,16)', '(5,15)', '(5,14)', '(5,13)', '(5,12)', '(5,11)', '(5,10)', '(5,9)', '(4,9)', '(3,9)', '(2,9)', '(1,9)', '(0,9)']",1,completed,480.0,300.0,16,24,2.0,4.0,grid_labels,Grid + labels,1,easy,Easy (1 turn),"['(1,5)', '(1,4)', '(1,3)', '(1,2)', '(0,2)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(0,9)', '(1,9)', '(2,9)', '(3,9)', '(4,9)', '(5,9)', '(5,10)']","['(0,9)', '(1,9)', '(2,9)', '(3,9)', '(4,9)', '(5,10)', '(5,9)']","['(0,9)', '(1,9)', '(2,9)', '(3,9)', '(4,9)', '(5,10)', '(5,9)']",[],"['(5,11)', '(5,12)', '(5,13)', '(5,14)', '(5,15)', '(5,16)', '(5,17)', '(5,18)', '(5,19)', '(5,20)', '(5,21)', '(5,22)']",7,0,12,7,19,1.0,0.3684,0.5385,0.3684,0.6316,0.0,0.0,
case3_batch_20260618_163354,case3_batch_20260618_163354_run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_163354/run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_163354/run_003/run_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,"['(0,9)', '(1,9)', '(2,9)', '(3,9)', '(4,9)', '(5,10)', '(5,11)', '(5,12)', '(5,13)', '(5,14)', '(5,15)', '(5,16)', '(5,17)', '(5,18)', '(5,19)', '(5,20)', '(5,21)', '(5,22)', '(5,9)']","['(5,22)', '(5,21)', '(5,20)', '(5,19)', '(5,18)', '(5,17)', '(5,16)', '(5,15)', '(5,14)', '(5,13)', '(5,12)', '(5,11)', '(5,10)', '(5,9)', '(4,9)', '(3,9)', '(2,9)', '(1,9)', '(0,9)']",1,completed,480.0,300.0,16,24,2.0,4.0,grid_labels,Grid + labels,1,easy,Easy (1 turn),"['(1,5)', '(1,4)', '(1,3)', '(1,2)', '(0,2)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(0,9)', '(1,9)', '(2,9)', '(3,9)', '(4,9)', '(5,9)', '(5,10)', '(5,11)', '(5,12)', '(5,13)', '(5,14)', '(5,15)', '(5,16)']","['(0,9)', '(1,9)', '(2,9)', '(3,9)', '(4,9)', '(5,10)', '(5,11)', '(5,12)', '(5,13)', '(5,14)', '(5,15)', '(5,16)', '(5,9)']","['(0,9)', '(1,9)', '(2,9)', '(3,9)', '(4,9)', '(5,10)', '(5,11)', '(5,12)', '(5,13)', '(5,14)', '(5,15)', '(5,16)', '(5,9)']",[],"['(5,17)', '(5,18)', '(5,19)', '(5,20)', '(5,21)', '(5,22)']",13,0,6,13,19,1.0,0.6842,0.8125,0.6842,0.3158,0.0,0.0,
case3_batch_20260618_172720,case3_batch_20260618_172720_run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_172720/run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_172720/run_001/run_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,"['(1,1)', '(10,9)', '(11,9)', '(12,9)', '(13,9)', '(14,1)', '(14,2)', '(14,3)', '(14,4)', '(14,5)', '(14,6)', '(14,7)', '(14,8)', '(14,9)', '(2,1)', '(3,1)', '(4,1)', '(4,2)', '(5,1)', '(5,2)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,9)', '(7,9)', '(8,9)', '(9,9)']","['(14,1)', '(14,2)', '(14,3)', '(14,4)', '(14,5)', '(14,6)', '(14,7)', '(14,8)', '(14,9)', '(13,9)', '(12,9)', '(11,9)', '(10,9)', '(9,9)', '(8,9)', '(7,9)', '(6,9)', '(5,9)', '(5,8)', '(5,7)', '(5,6)', '(5,5)', '(5,4)', '(5,3)', '(5,2)', '(5,1)', '(4,1)', '(4,2)', '(3,1)', '(2,1)', '(1,1)']",1,completed,480.0,300.0,16,24,2.0,4.0,grid_labels,Grid + labels,3,hard,Hard (3 turns),"['(3,0)', '(3,1)', '(3,2)', '(2,2)', '(1,2)', '(1,1)', '(1,0)', '(0,0)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(5,1)', '(5,2)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,9)', '(7,9)', '(8,9)', '(9,9)', '(10,9)', '(11,9)', '(12,9)', '(13,9)']","['(10,9)', '(11,9)', '(12,9)', '(13,9)', '(5,1)', '(5,2)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,9)', '(7,9)', '(8,9)', '(9,9)']","['(10,9)', '(11,9)', '(12,9)', '(13,9)', '(5,1)', '(5,2)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,9)', '(7,9)', '(8,9)', '(9,9)']",[],"['(1,1)', '(14,1)', '(14,2)', '(14,3)', '(14,4)', '(14,5)', '(14,6)', '(14,7)', '(14,8)', '(14,9)', '(2,1)', '(3,1)', '(4,1)', '(4,2)']",17,0,14,17,31,1.0,0.5484,0.7083,0.5484,0.4516,0.0,0.0,
case3_batch_20260618_172720,case3_batch_20260618_172720_run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_172720/run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_172720/run_002/run_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,"['(1,1)', '(10,9)', '(11,9)', '(12,9)', '(13,9)', '(14,1)', '(14,2)', '(14,3)', '(14,4)', '(14,5)', '(14,6)', '(14,7)', '(14,8)', '(14,9)', '(2,1)', '(3,1)', '(4,1)', '(4,2)', '(5,1)', '(5,2)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,9)', '(7,9)', '(8,9)', '(9,9)']","['(14,1)', '(14,2)', '(14,3)', '(14,4)', '(14,5)', '(14,6)', '(14,7)', '(14,8)', '(14,9)', '(13,9)', '(12,9)', '(11,9)', '(10,9)', '(9,9)', '(8,9)', '(7,9)', '(6,9)', '(5,9)', '(5,8)', '(5,7)', '(5,6)', '(5,5)', '(5,4)', '(5,3)', '(5,2)', '(5,1)', '(4,1)', '(4,2)', '(3,1)', '(2,1)', '(1,1)']",1,completed,480.0,300.0,16,24,2.0,4.0,grid_labels,Grid + labels,3,hard,Hard (3 turns),"['(3,0)', '(3,1)', '(3,2)', '(2,2)', '(1,2)', '(1,1)', '(1,0)', '(0,0)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(5,1)', '(5,2)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,9)', '(7,9)', '(8,9)', '(9,9)', '(10,9)', '(11,9)', '(12,9)', '(13,9)', '(13,8)', '(13,7)', '(13,6)', '(13,5)', '(13,4)', '(13,3)', '(13,2)', '(13,1)', '(14,1)']","['(10,9)', '(11,9)', '(12,9)', '(13,1)', '(13,2)', '(13,3)', '(13,4)', '(13,5)', '(13,6)', '(13,7)', '(13,8)', '(13,9)', '(14,1)', '(5,1)', '(5,2)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,9)', '(7,9)', '(8,9)', '(9,9)']","['(10,9)', '(11,9)', '(12,9)', '(13,9)', '(14,1)', '(5,1)', '(5,2)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,9)', '(7,9)', '(8,9)', '(9,9)']","['(13,1)', '(13,2)', '(13,3)', '(13,4)', '(13,5)', '(13,6)', '(13,7)', '(13,8)']","['(1,1)', '(14,2)', '(14,3)', '(14,4)', '(14,5)', '(14,6)', '(14,7)', '(14,8)', '(14,9)', '(2,1)', '(3,1)', '(4,1)', '(4,2)']",18,8,13,26,31,0.6923,0.5806,0.6316,0.5806,0.4194,0.3077,0.0,
case3_batch_20260618_172720,case3_batch_20260618_172720_run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_172720/run_003,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_172720/run_003/run_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,"['(1,1)', '(10,9)', '(11,9)', '(12,9)', '(13,9)', '(14,1)', '(14,2)', '(14,3)', '(14,4)', '(14,5)', '(14,6)', '(14,7)', '(14,8)', '(14,9)', '(2,1)', '(3,1)', '(4,1)', '(4,2)', '(5,1)', '(5,2)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,9)', '(7,9)', '(8,9)', '(9,9)']","['(14,1)', '(14,2)', '(14,3)', '(14,4)', '(14,5)', '(14,6)', '(14,7)', '(14,8)', '(14,9)', '(13,9)', '(12,9)', '(11,9)', '(10,9)', '(9,9)', '(8,9)', '(7,9)', '(6,9)', '(5,9)', '(5,8)', '(5,7)', '(5,6)', '(5,5)', '(5,4)', '(5,3)', '(5,2)', '(5,1)', '(4,1)', '(4,2)', '(3,1)', '(2,1)', '(1,1)']",1,completed,480.0,300.0,16,24,2.0,4.0,grid_labels,Grid + labels,3,hard,Hard (3 turns),"['(3,0)', '(3,1)', '(3,2)', '(2,2)', '(1,2)', '(1,1)', '(1,0)', '(0,0)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(5,1)', '(5,2)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,9)', '(7,9)', '(8,9)', '(9,9)', '(10,9)', '(11,9)', '(12,9)', '(13,9)']","['(10,9)', '(11,9)', '(12,9)', '(13,9)', '(5,1)', '(5,2)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,9)', '(7,9)', '(8,9)', '(9,9)']","['(10,9)', '(11,9)', '(12,9)', '(13,9)', '(5,1)', '(5,2)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,9)', '(7,9)', '(8,9)', '(9,9)']",[],"['(1,1)', '(14,1)', '(14,2)', '(14,3)', '(14,4)', '(14,5)', '(14,6)', '(14,7)', '(14,8)', '(14,9)', '(2,1)', '(3,1)', '(4,1)', '(4,2)']",17,0,14,17,31,1.0,0.5484,0.7083,0.5484,0.4516,0.0,0.0,
case3_batch_20260618_182254,case3_batch_20260618_182254_run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_182254/run_001,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_182254/run_001/run_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,"['(1,17)', '(1,2)', '(10,17)', '(10,18)', '(10,19)', '(10,20)', '(10,21)', '(10,22)', '(2,10)', '(2,11)', '(2,12)', '(2,13)', '(2,14)', '(2,15)', '(2,16)', '(2,17)', '(2,2)', '(3,10)', '(3,17)', '(3,2)', '(3,3)', '(4,10)', '(4,17)', '(4,3)', '(4,8)', '(4,9)', '(5,17)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(6,17)', '(6,18)', '(7,18)', '(8,18)', '(9,18)']","['(1,2)', '(2,2)', '(3,2)', '(3,3)', '(4,3)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(4,8)', '(4,9)', '(4,10)', '(3,10)', '(2,10)', '(2,11)', '(2,12)', '(2,13)', '(2,14)', '(2,15)', '(2,16)', '(2,17)', '(1,17)', '(3,17)', '(4,17)', '(5,17)', '(6,17)', '(6,18)', '(7,18)', '(8,18)', '(9,18)', '(10,18)', '(10,17)', '(10,19)', '(10,20)', '(10,21)', '(10,22)']",1,completed,480.0,300.0,16,24,2.0,4.0,grid_labels,Grid + labels,5,very_hard,Very hard (>3 turns),"['(0,0)', '(1,0)', '(1,1)', '(1,2)', '(0,2)', '(0,3)', '(0,4)', '(1,4)', '(2,4)', '(2,5)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(5,10)', '(4,10)', '(3,10)', '(2,10)', '(2,11)', '(2,12)', '(2,13)', '(2,14)', '(2,15)', '(2,16)', '(2,17)', '(3,17)', '(4,17)', '(5,17)', '(6,17)', '(7,17)', '(8,17)', '(9,17)']","['(2,10)', '(2,11)', '(2,12)', '(2,13)', '(2,14)', '(2,15)', '(2,16)', '(2,17)', '(3,10)', '(3,17)', '(4,10)', '(4,17)', '(5,10)', '(5,17)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(5,9)', '(6,17)', '(7,17)', '(8,17)', '(9,17)']","['(2,10)', '(2,11)', '(2,12)', '(2,13)', '(2,14)', '(2,15)', '(2,16)', '(2,17)', '(3,10)', '(3,17)', '(4,10)', '(4,17)', '(5,17)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(6,17)']","['(5,10)', '(5,9)', '(7,17)', '(8,17)', '(9,17)']","['(1,17)', '(1,2)', '(10,17)', '(10,18)', '(10,19)', '(10,20)', '(10,21)', '(10,22)', '(2,2)', '(3,2)', '(3,3)', '(4,3)', '(4,8)', '(4,9)', '(6,18)', '(7,18)', '(8,18)', '(9,18)']",20,5,18,25,38,0.8,0.5263,0.6349,0.5263,0.4737,0.2,0.0,
case3_batch_20260618_182254,case3_batch_20260618_182254_run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_182254/run_002,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_3/runs/case3_batch_20260618_182254/run_002/run_manifest.json,L2_grid_labels,L2: Grid + labels,gpt-5.5,"['(1,17)', '(1,2)', '(10,17)', '(10,18)', '(10,19)', '(10,20)', '(10,21)', '(10,22)', '(2,10)', '(2,11)', '(2,12)', '(2,13)', '(2,14)', '(2,15)', '(2,16)', '(2,17)', '(2,2)', '(3,10)', '(3,17)', '(3,2)', '(3,3)', '(4,10)', '(4,17)', '(4,3)', '(4,8)', '(4,9)', '(5,17)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(6,17)', '(6,18)', '(7,18)', '(8,18)', '(9,18)']","['(1,2)', '(2,2)', '(3,2)', '(3,3)', '(4,3)', '(5,3)', '(5,4)', '(5,5)', '(5,6)', '(5,7)', '(5,8)', '(4,8)', '(4,9)', '(4,10)', '(3,10)', '(2,10)', '(2,11)', '(2,12)', '(2,13)', '(2,14)', '(2,15)', '(2,16)', '(2,17)', '(1,17)', '(3,17)', '(4,17)', '(5,17)', '(6,17)', '(6,18)', '(7,18)', '(8,18)', '(9,18)', '(10,18)', '(10,17)', '(10,19)', '(10,20)', '(10,21)', '(10,22)']",1,completed,480.0,300.0,16,24,2.0,4.0,grid_labels,Grid + labels,5,very_hard,Very hard (>3 turns),"['(0,0)', '(1,0)', '(1,1)', '(1,2)', '(0,2)', '(0,3)', '(0,4)', '(1,4)', '(2,4)', '(2,5)']",original SEM acquisition-tile grid; turns counted as horizontal/vertical axis changes between consecutive L0 tiles,"['(5,3)', '(6,3)', '(6,4)', '(6,5)', '(5,5)', '(5,6)', '(5,7)', '(4,7)', '(4,8)', '(3,8)', '(3,9)', '(2,9)', '(2,10)', '(2,11)', '(2,12)', '(2,13)', '(2,14)', '(2,15)', '(2,16)', '(2,17)', '(3,17)', '(4,17)', '(5,17)', '(6,17)', '(7,17)', '(8,17)', '(9,17)']","['(2,10)', '(2,11)', '(2,12)', '(2,13)', '(2,14)', '(2,15)', '(2,16)', '(2,17)', '(2,9)', '(3,17)', '(3,8)', '(3,9)', '(4,17)', '(4,7)', '(4,8)', '(5,17)', '(5,3)', '(5,5)', '(5,6)', '(5,7)', '(6,17)', '(6,3)', '(6,4)', '(6,5)', '(7,17)', '(8,17)', '(9,17)']","['(2,10)', '(2,11)', '(2,12)', '(2,13)', '(2,14)', '(2,15)', '(2,16)', '(2,17)', '(3,17)', '(4,17)', '(4,8)', '(5,17)', '(5,3)', '(5,5)', '(5,6)', '(5,7)', '(6,17)']","['(2,9)', '(3,8)', '(3,9)', '(4,7)', '(6,3)', '(6,4)', '(6,5)', '(7,17)', '(8,17)', '(9,17)']","['(1,17)', '(1,2)', '(10,17)', '(10,18)', '(10,19)', '(10,20)', '(10,21)', '(10,22)', '(2,2)', '(3,10)', '(3,2)', '(3,3)', '(4,10)', '(4,3)', '(4,9)', '(5,4)', '(5,8)', '(6,18)', '(7,18)', '(8,18)', '(9,18)']",17,10,21,27,38,0.6296,0.4474,0.5231,0.4474,0.5526,0.3704,0.0,
